field,n_objects
SPLUS-n06s03,484
SPLUS-n06s04,3789
SPLUS-n06s05,1678
SPLUS-n07s02,10690
SPLUS-n07s03,21590
SPLUS-n07s04,22199
SPLUS-n07s05,19099
SPLUS-n07s06,3006
SPLUS-n08s01,12556
SPLUS-n08s02,21743
SPLUS-n08s03,21045
SPLUS-n08s04,21543
SPLUS-n08s05,21575
SPLUS-n08s06,5354
SPLUS-n09s01,3628
SPLUS-n09s02,22439
SPLUS-n09s03,20831
SPLUS-n09s04,20093
SPLUS-n09s05,20255
SPLUS-n09s06,21955
SPLUS-n10s01,7236
SPLUS-n10s02,22074
SPLUS-n10s03,21458
SPLUS-n10s04,20783
SPLUS-n10s05,23697
SPLUS-n10s06,5903
SPLUS-n11s02,2573
SPLUS-n11s03,15752
SPLUS-n11s04,22638
SPLUS-n11s05,17145
SPLUS-n11s06,3481
